timestamp,experiment_id,chunk_size,overlap,question_id,question,reference_answer,predicted_answer,f1_score,cosine_similarity,num_chunks,latency_ms
2026-01-13T09:06:40.922328,Chunk-256_Overlap-32,256,32,0,What emergency measures can farmers take to improve survival when a newborn lamb cannot stand or suckle on its own?,"When a newborn goat kid is too weak to stand or suckle, immediate human assistance is required. Farmers should help the kid stand and guide its mouth to the doe’s teat to stimulate the suckling reflex. If suckling remains difficult, colostrum can be fed using a bottle, along with vitamin solutions, sugar water, or energy supplements to increase energy levels. Thiamine injection may also enhance vitality. If the kid still cannot feed, a veterinarian should be consulted to perform stomach tube feeding with colostrum to ensure adequate early nutrition.","When a newborn lamb cannot stand or suckle on its own, farmers should take the following emergency measures:

1. **Administer Colostrum**: Immediately provide colostrum within the first six hours of birth using a nasogastric tube if necessary to ensure the lamb receives essential nutrients and antibodies.

2. **Artificial Feeding**: If the lamb cannot suckle, switch to artificial feeding using milk replacer. Ensure an adequate supply by freezing and storing colostrum for future use.

3. **Clean and Warm Environment**: Clean the lamb thoroughly after birth to remove mucus and provide a warm, dry environment to prevent hypothermia and encourage recovery.

4. **Monitor Health**: Closely observe the lamb's condition and consider isolating it if there are signs of infection to control disease spread and promote healing.

These steps help address immediate health needs and support the lamb's ability to recover and thrive.",0.2543352601156069,0.8149253429802369,10,10327.659599948674
2026-01-13T09:06:45.542080,Chunk-256_Overlap-32,256,32,1,"What are the three major causes of mortality in newborn lambs, and how should hypothermia be managed in emergency situations?","The three major life-threatening problems for newborn goat kids are inability to feed independently, insufficient milk supply from the doe, and hypothermia. Hypothermia commonly occurs in cold or damp environments, especially in premature or weak kids. Emergency treatment includes drying the kid immediately and placing it close to the human body to reduce heat loss. In severe cases, the kid can be immersed in warm water with the head kept above the surface to rapidly raise body temperature, followed by thorough drying and continued warming. Heat lamps are commonly used in less severe cases.","The three major causes of mortality in newborn lambs are hypoxia (lack of oxygen), hypothermia (low body temperature), and hypoglycemia (low blood sugar). To manage hypothermia in emergencies, wrap the lamb in a blanket or towel and place it under a heater or heat lamp. Additionally, provide straw bedding and hang a heat lamp in the farrowing pen to offer a warm resting area for the lamb.",0.24793388429752067,0.8324410902972236,10,4588.753100018948
2026-01-13T09:06:49.954648,Chunk-256_Overlap-32,256,32,2,"Why are young goats more susceptible to clinical disease caused by Moniezia spp. infection than adult goats, and what are the common clinical signs?","Adult goats infected with Moniezia spp. usually show mild or no clinical signs, whereas young goats are more susceptible due to immature intestinal development and higher nutritional requirements. The movement of the tapeworm within the small intestine irritates the intestinal mucosa, and parasite metabolic by-products further impair digestion and nutrient absorption. Common clinical signs include reduced appetite, digestive disorders, anemia, growth retardation, weight loss, abdominal distension, and edema. Severe infections may result in death. Goats younger than eight months are therefore considered a high-risk group.","Young goats are more susceptible to clinical disease caused by Moniezia spp. infection due to their weaker immune systems and less developed digestive systems compared to adults. Common clinical signs include diarrhea, weight loss, poor growth, abdominal pain, and potential neurological symptoms if migration occurs.",0.3157894736842105,0.8927841300951047,10,4368.703699903563
2026-01-13T09:06:59.741488,Chunk-256_Overlap-32,256,32,3,"What is the life cycle of tapeworm infection in goats, and what farm management practices can reduce the risk of infection?","Common tapeworms infecting goats, such as Moniezia expansa and Moniezia benedeni, use oribatid mites as intermediate hosts. Goats become infected when they ingest mites containing infective larvae during grazing. Oribatid mites are commonly found in moist pasture and surface soil, making environmental conditions a major risk factor. Farm management strategies include avoiding grazing after rainfall or during early mornings when dew is present, implementing routine deworming programs (approximately 2–4 times per year), and promptly treating heavily infected goats followed by a second treatment two weeks later to reduce egg shedding and reinfection.","The provided context does not specifically address tapeworm infections in goats, their life cycles, or prevention methods. However, based on general knowledge and the context's advice on parasite management, here is an organized response:

**Life Cycle of Tapeworms:**
Tapeworms have a complex life cycle that typically involves intermediate hosts such as grazing animals like goats. The tapeworm eggs are shed in the environment through the feces of infected animals. These eggs can be ingested by intermediate hosts, leading to infection. The tapeworm then develops into an adult within the host's digestive system.

**Farm Management Practices to Reduce Risk:**
1. **Regular Deworming:** Implement a deworming schedule using appropriate anthelmintics to control tapeworm infestations.
2. **Clean Pastures and Environment:** Maintain clean living conditions, ensuring pastures are free from contamination by manure, which can contain eggs.
3. **Balanced Nutrition:** Provide a balanced diet to support the goat's immune system and overall health, making them less susceptible to infections.
4. **Avoid Grazing in Contaminated Areas:** Prevent goats from grazing in areas where they might ingest tapeworm eggs, such as pastures recently contaminated by infected animals or during times when larvae are active (e.g., after rain).
5. **Control Intermediate Hosts:** Manage potential intermediate hosts like flies or other insects that may carry tapeworm larvae.

While the context doesn't provide specific details on tapeworms, these practices align with general parasite management strategies mentioned and can help mitigate the risk of tapeworm infections in goats.",0.2338709677419355,0.8129520618853772,10,9747.577199945226
2026-01-13T09:07:06.218188,Chunk-256_Overlap-32,256,32,4,"Why does abortion caused by Chlamydophila abortus in goats usually occur during mid to late pregnancy, and what is the main pathological mechanism?","After initial infection, goats infected with Chlamydophila abortus usually show only mild and transient clinical signs, followed by a latent infection stage in which the pathogen persists in the uterine mucosa. During mid to late pregnancy (around day 115 of gestation), the bacteria become reactivated and replicate rapidly, causing severe necrotizing placentitis. This results in necrosis of placental cotyledons, impaired nutrient and oxygen transfer to the fetus, and ultimately fetal death, abortion, or stillbirth. Some does may show blood-tinged vaginal discharge 2–3 days before abortion, and retained placenta may also occur.","Abortion caused by *Chlamydophila abortus* in goats typically occurs during mid to late pregnancy due to the pathogen's ability to evade the immune system early on, allowing it to multiply and cause significant damage later. The main pathological mechanism involves the infection leading to uterine inflammation and premature labor or miscarriage as the pregnancy progresses.",0.21311475409836064,0.9055947818857177,10,6447.627800051123
2026-01-13T09:07:15.187606,Chunk-256_Overlap-32,256,32,5,"What are the main transmission routes of Chlamydophila abortus in goat herds, and what zoonotic risks should farm workers be aware of when handling abortion cases?","Chlamydophila abortus is mainly transmitted through oral or nasal contact with contaminated aborted fetuses, placentas, fetal fluids, newborn kids, or uterine discharges, and may also spread via aerosolized particles. After abortion, infected does can continue shedding the bacteria through the reproductive tract for several weeks. Even if subsequent pregnancies appear normal, these animals may remain a source of environmental contamination. Because C. abortus is a significant zoonotic pathogen, farm workers handling abortion materials without proper protection may develop flu-like symptoms. The risk is particularly serious for pregnant women, as infection may cause placentitis and lead to abortion or stillbirth. Therefore, abortion cases should be managed by isolating affected does, using appropriate personal protective equipment, thorough disinfection, and ensuring that pregnant personnel do not handle aborted materials.","**Answer:**

The main transmission routes of Chlamydophila abortus in goat herds include:

1. **Contact with Aborted Material**: Infected ewes can shed the pathogen in their aborted fetuses and placentas, which are highly contagious.
2. **Introduction of New Animals**: Newly purchased sheep may carry the pathogen, posing a risk when mixed with pregnant ewes.
3. **Vertical Transmission**: Potential spread through mating or close contact, as seen in other chlamydial strains like CAE.

Farm workers handling abortion cases should be aware of zoonotic risks, including exposure to Chlamydophila abortus, which can cause human infections leading to fever, respiratory issues, or eye infections. To mitigate these risks, workers should practice strict hygiene, wear protective gloves, and disinfect equipment thoroughly.",0.30243902439024395,0.8685715130504498,10,8929.23319991678
2026-01-13T09:07:20.971452,Chunk-256_Overlap-32,256,32,6,What disease risks are most likely to occur if newborn goat kids do not receive adequate colostrum?,"Newborn goat kids have immature immune systems and rely on colostrum to obtain maternal antibodies. Insufficient colostrum intake shortly after birth greatly reduces resistance to environmental pathogens, increasing the risk of diarrhea, respiratory disease, and mortality.","If newborn goat kids do not receive adequate colostrum, they are at an increased risk of developing diseases due to compromised immunity. The primary disease risks include caprine arthritis encephalitis (CAE), as exposure to infected ewes without proper colostrum supplementation can lead to infection. Additionally, inadequate colostrum intake leaves the immune system vulnerable to other infections, as antibodies provided by colostrum are essential for fighting pathogens effectively.",0.21739130434782608,0.919646325363729,10,5751.487199915573
2026-01-13T09:07:26.756752,Chunk-256_Overlap-32,256,32,7,What infection risks may newborn goat kids face when kidding area hygiene is poor?,"Dirty or damp kidding areas increase the likelihood of pathogen exposure through the mouth, nose, or umbilicus. Maintaining clean and dry environments is a key measure for reducing neonatal disease risk.","Newborn goat kids face several infection risks when the kidding area has poor hygiene. These include exposure to parasitic infections like coccidiosis, bacterial infections such as mastitis and dermatitis, and viral diseases like CAE. Additionally, stress from a dirty environment weakens their immune systems, making them more susceptible to these health issues.",0.15789473684210525,0.7422409267208998,10,5737.912100041285
2026-01-13T09:07:31.358346,Chunk-256_Overlap-32,256,32,8,Why do diseases often accumulate gradually under poor management rather than appearing suddenly?,"Poor management causes chronic stress—such as overcrowding, poor ventilation, or inadequate nutrition—which first reduces feed intake and immunity. Disease develops gradually and often affects productivity before obvious clinical signs appear.","Diseases often accumulate gradually under poor management because continuous stressors like improper care, environmental changes, and cold weaken animals' immune systems. These factors allow pathogens to persist and multiply, leading to a gradual onset rather than sudden appearance.",0.15625000000000003,0.7899818101084076,10,4574.458699906245
2026-01-13T09:07:36.331280,Chunk-256_Overlap-32,256,32,9,Why are young goats considered a high-risk group in disease risk assessment?,"Young goats have immature immune systems, higher nutritional demands, and greater sensitivity to environmental changes, making them more susceptible to disease under suboptimal management.","Young goats are considered a high-risk group in disease risk assessment because they are more susceptible to infections such as Mycoplasma, Caprine Arthritis Encephalitis (CAE), and Peste des Petits Ruminants Virus (PPRV). These diseases can lead to severe outcomes like arthritis, encephalitis, or even death. Additionally, young goats have immature immune systems, making them less able to effectively combat infections, which increases their susceptibility to disease and results in higher mortality rates compared to older goats.",0.3146067415730337,0.8980120015443316,10,4942.876399960369
2026-01-13T09:07:41.399035,Chunk-256_Overlap-32,256,32,10,How does prolonged environmental moisture increase disease risk on goat farms?,"High moisture favors pathogen and parasite survival and leads to damp housing conditions, increasing the risk of hoof problems, parasitic infections, and respiratory disease.","Prolonged environmental moisture increases disease risk on goat farms by contributing to several factors. Moisture can lead to the degradation of feed quality, such as hay, through nutrient loss due to exposure to rain and sun, which may impair goats' digestion. Additionally, a damp environment can stress goats, weakening their immune systems and making them more susceptible to diseases. Furthermore, moisture creates conditions conducive for pathogens and parasites to thrive, facilitating the spread of infections. These factors collectively enhance disease susceptibility on goat farms.",0.15384615384615385,0.8372225522410627,10,5034.050400136039
2026-01-13T09:07:48.063895,Chunk-256_Overlap-32,256,32,11,Why do disease and stress problems often worsen simultaneously under excessive stocking density?,"High stocking density increases competition and social stress while facilitating pathogen transmission, causing disease and stress to reinforce each other.Some diseases have incubation periods, and outwardly healthy goats may still carry pathogens. Isolation prevents introduction of disease into the existing herd.","Disease and stress problems worsen under excessive stocking density because overcrowding causes increased competition for resources and physical space, leading to heightened stress levels. This stress weakens the sheep's immune systems, making them more vulnerable to diseases. Additionally, close proximity facilitates rapid disease transmission among animals, exacerbating outbreaks. Overcrowding can also result in bullying and fights, further contributing to stress and injury, which compromises their health even more.",0.16842105263157894,0.8687340645016315,10,6634.188099997118
2026-01-13T09:07:54.101420,Chunk-256_Overlap-32,256,32,12,What hidden disease risks may be introduced if newly purchased goats are not properly isolated?,"Some diseases have incubation periods, and outwardly healthy goats may still carry pathogens. Isolation prevents introduction of disease into the existing herd.","If newly purchased goats are not properly isolated, they may introduce several hidden disease risks. These include Mycoplasma arthritis, which can cause high morbidity and mortality; Caseous lymphadenitis, leading to abscesses and economic loss; parasitic infections that thrive in unclean environments; and Goat pox, a zoonotic disease with symptoms like fever and pneumonia. Without isolation, these diseases can spread rapidly among the herd due to close contact, resulting in severe health issues, increased mortality, and reduced productivity. Proper isolation is crucial to prevent such outbreaks and protect the flock's health and economic value.",0.14,0.8530084560681104,10,5981.398799922317
