experiment,hop,top_k,question_id,question,reference_answer,predicted_answer,num_chunks,latency_ms,f1_score,exact_match,cosine_similarity,is_effective
Hop-0_TopK-5,0,5,0,What are the main dairy goat breeds registered by the American Dairy Goat Association?,"Saanen, Alpine, Toggenburg, Nubian.",The main dairy goat breeds registered by the American Dairy Goat Association include the Saanen and the Nubian.,5,7639.0518001280725,0.11764705882352941,0,0.5992879811041351,1
Hop-0_TopK-5,0,5,1,What are the advantages of the Alpine breed?,"Strong constitution, endurance for long travel, high adaptability, suitable for extensive farming, high kid survival rate, long lactation period, and high milk production.",The Alpine breed does not have any mentioned advantages in the provided context.,5,1865.0555000640452,0.0,0,0.5964353552710016,1
Hop-0_TopK-5,0,5,2,What are the coat color characteristics of the Nubian goat?,"Coat color is variable, with brown shades being most common. The American Dairy Goat Association accepts various color patterns for registration.",The Nubian goat has a white coat with brown markings.,5,7938.549199840054,0.3333333333333333,0,0.598834461069064,1
Hop-0_TopK-5,0,5,3,"According to challenge feeding, how much concentrate should be added for every additional kilogram of milk produced?","For every 1 kg increase in milk yield, add 0.5 kg of concentrate. An additional 250–500 grams may be provided.","For each additional kilogram of milk produced, 0.5 kg of concentrate should be added.",5,1963.9987999107689,0.4375,0,0.8981161543852575,1
Hop-0_TopK-5,0,5,4,How does the adult goat's stomach assist in digesting feed?,"It can hold a large volume of forage, supports microbial fermentation, and helps break down high-fiber components that monogastric animals cannot utilize.","The adult goat's stomach assists in digesting feed through four compartments: rumen, reticulum, omasum, and abomasum. Each compartment breaks down the food step-by-step using microorganisms to convert plant fiber, nitrogen, and other nutrients into absorbable forms for the small intestine.",5,2334.6859999001026,0.06779661016949154,0,0.7361904637982655,1
Hop-0_TopK-5,0,5,5,What should be noted during pre-milking teat dipping?,"The disinfectant should be in contact for 20–30 seconds for effective sanitization. Afterward, wipe clean with a paper towel to prevent disinfectant from entering the milk.","Wash your hands, wash and massage the udder, and soak the nipples in iodine solution.",5,2368.238899856806,0.11428571428571427,0,0.6892334486619087,1
Hop-0_TopK-5,0,5,6,Under what conditions does tuberculosis commonly occur?,It is commonly seen in intensively housed herds and poorly managed farms.,"Tuberculosis commonly occurs in densely confined sheep environments with poor management, allowing Mycobacterium bovis and Mycobacterium avium to thrive.",5,3579.900899901986,0.2,0,0.7609312796636325,1
Hop-0_TopK-5,0,5,7,What could be the consequences of secondary bacterial infections?,They may affect the goat’s development and could lead to death.,"Secondary bacterial infections can lead to severe health complications, such as septicemia, reproductive failures, chronic diseases, abscesses, and systemic issues.",5,2519.337500212714,0.19354838709677416,0,0.5969020995971523,1
Hop-0_TopK-5,0,5,8,"In which regions is CAE infection less common in goat herds, and what might be the reason?","Less common in African regions, possibly due to differences in milking methods.",CAE infection is less common in regions with strong biosecurity measures and effective disease monitoring.,5,3616.2312999367714,0.23076923076923075,0,0.6607982711862436,1
Hop-0_TopK-5,0,5,9,How do protein requirements differ between early and mid-lactation?,Higher in early lactation; the influence lessens in mid-lactation.,"In early lactation, goats require a higher crude protein diet (18.5%) compared to mid-lactation, where 16% crude protein suffices.",5,2293.309799861163,0.24,0,0.7007594200539813,1
Hop-0_TopK-5,0,5,10,What vision problems occur in goats deficient in vitamin A?,"Night blindness may occur, and in severe cases, it may lead to total blindness.","Goats deficient in vitamin A experience corneal opacity, leading to vision problems.",5,1714.961800025776,0.16,0,0.6883377095178168,1
Hop-0_TopK-5,0,5,11,Why should trace minerals and vitamins be provided?,To prevent fetal rickets caused by calcium deficiency and low kid vitality due to trace mineral deficiencies.,"Trace minerals and vitamins should be provided to meet goats' and sheep's essential metabolic needs, supporting functions like calcium absorption, reproductive health, and tissue development.",5,2746.571799973026,0.20512820512820512,0,0.6836511271136141,1
Hop-0_TopK-5,0,5,12,What is the importance of shade shelters in exercise yards?,They improve the use of exercise areas and reduce heat stress in goats during summer.,"Shade shelters in exercise yards are important for providing relief from heat stress, allowing goats to move freely and graze comfortably without overcrowding.",5,2935.039399890229,0.26315789473684204,0,0.8687343244022995,1
Hop-0_TopK-5,0,5,13,What type of animal is a meat goat?,A small-sized ruminant.,A meat goat is a type of goat.,5,1834.5755999907851,0.2,0,0.6237487651113308,1
Hop-0_TopK-5,0,5,14,What determines the efficiency of nutrient utilization?,"It depends on whether energy supply is sufficient, which is a key factor in goat productivity.",The efficiency of nutrient utilization is primarily determined by the availability and sufficiency of energy.,5,1953.0519999098033,0.07142857142857144,0,0.7143117133136083,1
